name	taxonomy_id	taxonomy_lvl	14_species.bracken_num	14_species.bracken_frac	17_species.bracken_num	17_species.bracken_frac	19_species.bracken_num	19_species.bracken_frac	20_species.bracken_num	20_species.bracken_frac	2126_species.bracken_num	2126_species.bracken_frac	22a_species.bracken_num	22a_species.bracken_frac	22b_species.bracken_num	22b_species.bracken_frac	25_species.bracken_num	25_species.bracken_frac	2621_species.bracken_num	2621_species.bracken_frac	27_species.bracken_num	27_species.bracken_frac	Stan_species.bracken_num	Stan_species.bracken_frac
Sphingomonas insulae	424800	S	31	0.00000	211	0.00001	49	0.00000	103	0.00000	24	0.00000	9	0.00000	42	0.00000	38	0.00000	97	0.00001	51	0.00000	50	0.00000
Sphingomonas paucimobilis	13689	S	34	0.00000	160	0.00001	53	0.00000	80	0.00000	18	0.00000	23	0.00000	34	0.00000	33	0.00000	121	0.00001	48	0.00000	20	0.00000
Sphingomonas koreensis	93064	S	35	0.00000	430	0.00002	88	0.00000	105	0.00000	21	0.00000	25	0.00000	93	0.00000	21	0.00000	108	0.00001	101	0.00001	119	0.00001
Sphingomonas indica	941907	S	21	0.00000	200	0.00001	65	0.00000	28	0.00000	10	0.00000	27	0.00000	74	0.00000	13	0.00000	41	0.00000	26	0.00000	18	0.00000
Sphingomonas melonis	152682	S	54	0.00000	200	0.00001	96	0.00000	142	0.00000	87	0.00001	18	0.00000	62	0.00000	64	0.00000	112	0.00001	41	0.00000	64	0.00001
Sphingomonas wittichii	160791	S	27	0.00000	272	0.00001	92	0.00000	67	0.00000	21	0.00000	34	0.00000	52	0.00000	39	0.00000	110	0.00001	50	0.00000	28	0.00000
Sphingomonas rhizophila	2071607	S	18	0.00000	177	0.00001	125	0.00001	183	0.00001	48	0.00001	14	0.00000	35	0.00000	7	0.00000	180	0.00001	93	0.00001	30	0.00000
Sphingomonas ginsengisoli An et al. 2013	363835	S	14	0.00000	137	0.00001	31	0.00000	30	0.00000	29	0.00000	13	0.00000	25	0.00000	33	0.00000	52	0.00000	46	0.00000	23	0.00000
Sphingomonas panacis	1560345	S	10	0.00000	141	0.00001	28	0.00000	46	0.00000	18	0.00000	9	0.00000	28	0.00000	9	0.00000	52	0.00000	25	0.00000	14	0.00000
Sphingomonas lacunae	2698828	S	10	0.00000	309	0.00001	86	0.00000	46	0.00000	18	0.00000	13	0.00000	28	0.00000	9	0.00000	37	0.00000	59	0.00000	21	0.00000
Sphingobium sp. YG1	2082188	S	87	0.00000	451	0.00002	77	0.00000	214	0.00001	137	0.00002	60	0.00001	113	0.00001	76	0.00001	217	0.00001	56	0.00000	117	0.00001
Sphingobium sp. MI1205	407020	S	89	0.00000	491	0.00002	210	0.00001	148	0.00000	67	0.00001	25	0.00000	44	0.00000	242	0.00002	116	0.00001	286	0.00002	60	0.00001
Sphingobium sp. EP60837	1855519	S	37	0.00000	187	0.00001	63	0.00000	70	0.00000	47	0.00001	32	0.00000	86	0.00000	32	0.00000	105	0.00001	30	0.00000	33	0.00000
Sphingobium sp. SCG-1	2072936	S	26	0.00000	164	0.00001	83	0.00000	33	0.00000	8	0.00000	12	0.00000	31	0.00000	12	0.00000	73	0.00000	76	0.00001	44	0.00000
Sphingobium sp. RAC03	1843368	S	24	0.00000	184	0.00001	90	0.00000	59	0.00000	41	0.00000	12	0.00000	37	0.00000	23	0.00000	77	0.00001	47	0.00000	47	0.00000
Sphingobium sp. TKS	1315974	S	30	0.00000	469	0.00002	58	0.00000	20	0.00000	25	0.00000	14	0.00000	40	0.00000	39	0.00000	43	0.00000	63	0.00000	21	0.00000
Sphingobium sp. KCTC 72723	2733867	S	20	0.00000	194	0.00001	76	0.00000	60	0.00000	18	0.00000	13	0.00000	50	0.00000	24	0.00000	45	0.00000	69	0.00001	36	0.00000
Sphingobium sp. SYK-6	627192	S	21	0.00000	373	0.00002	58	0.00000	73	0.00000	36	0.00000	24	0.00000	28	0.00000	25	0.00000	86	0.00001	55	0.00000	59	0.00001
Sphingobium sp. Cam5-1	2789327	S	14	0.00000	137	0.00001	31	0.00000	48	0.00000	11	0.00000	5	0.00000	39	0.00000	3	0.00000	38	0.00000	27	0.00000	28	0.00000
Sphingobium sp. CAP-1	2676077	S	11	0.00000	315	0.00001	102	0.00000	74	0.00000	15	0.00000	17	0.00000	44	0.00000	19	0.00000	80	0.00001	48	0.00000	43	0.00000
Sphingobium sp. PAMC28499	2565554	S	8	0.00000	84	0.00000	42	0.00000	60	0.00000	7	0.00000	3	0.00000	15	0.00000	2	0.00000	26	0.00000	7	0.00000	20	0.00000
Sphingobium sp. YBL2	484429	S	7	0.00000	136	0.00001	7	0.00000	48	0.00000	0	0.00000	8	0.00000	0	0.00000	6	0.00000	66	0.00000	63	0.00000	5	0.00000
Sphingobium sp. RSMS	520734	S	3	0.00000	26	0.00000	7	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000
Sphingobium fuliginis	336203	S	574	0.00002	111	0.00001	61	0.00000	569	0.00002	188	0.00002	191	0.00002	429	0.00002	168	0.00001	215	0.00001	175	0.00001	105	0.00001
Sphingobium yanoikuyae	13690	S	233	0.00001	823	0.00004	341	0.00002	355	0.00001	92	0.00001	56	0.00001	131	0.00001	81	0.00001	388	0.00003	197	0.00002	127	0.00001
Sphingobium chlorophenolicum	46429	S	37	0.00000	247	0.00001	79	0.00000	41	0.00000	9	0.00000	26	0.00000	64	0.00000	30	0.00000	40	0.00000	46	0.00000	42	0.00000
Sphingobium baderi	1332080	S	78	0.00000	541	0.00002	241	0.00001	229	0.00001	61	0.00001	33	0.00000	88	0.00000	51	0.00000	251	0.00002	354	0.00003	148	0.00001
Sphingobium amiense	135719	S	39	0.00000	527	0.00002	98	0.00000	82	0.00000	63	0.00001	16	0.00000	48	0.00000	82	0.00001	98	0.00001	130	0.00001	58	0.00001
Sphingobium hydrophobicum	1673076	S	33	0.00000	419	0.00002	203	0.00001	63	0.00000	41	0.00000	24	0.00000	95	0.00000	87	0.00001	58	0.00000	90	0.00001	43	0.00000
Sphingobium cloacae	120107	S	35	0.00000	299	0.00001	151	0.00001	715	0.00002	92	0.00001	31	0.00000	68	0.00000	35	0.00000	204	0.00001	90	0.00001	96	0.00001
Sphingobium herbicidovorans	76947	S	23	0.00000	220	0.00001	71	0.00000	208	0.00001	52	0.00001	6	0.00000	43	0.00000	25	0.00000	45	0.00000	46	0.00000	31	0.00000
Sphingobium barthaii	1054037	S	17	0.00000	42	0.00000	32	0.00000	13	0.00000	2	0.00000	0	0.00000	0	0.00000	7	0.00000	36	0.00000	35	0.00000	9	0.00000
Sphingobium indicum	332055	S	12	0.00000	48	0.00000	7	0.00000	63	0.00000	16	0.00000	7	0.00000	7	0.00000	17	0.00000	38	0.00000	11	0.00000	13	0.00000
Sphingobium japonicum	332056	S	8	0.00000	54	0.00000	4	0.00000	7	0.00000	3	0.00000	5	0.00000	1	0.00000	2	0.00000	21	0.00000	8	0.00000	17	0.00000
Sphingorhabdus sp. JK6	2725558	S	310	0.00001	359	0.00002	62	0.00000	206	0.00001	88	0.00001	56	0.00001	164	0.00001	163	0.00001	188	0.00001	59	0.00000	39	0.00000
Sphingorhabdus sp. YGSMI21	2077182	S	51	0.00000	164	0.00001	46	0.00000	108	0.00000	12	0.00000	9	0.00000	23	0.00000	55	0.00000	131	0.00001	41	0.00000	64	0.00001
Sphingorhabdus sp. M41	1806885	S	50	0.00000	243	0.00001	119	0.00001	127	0.00000	13	0.00000	50	0.00001	127	0.00001	13	0.00000	74	0.00000	38	0.00000	29	0.00000
Sphingorhabdus sp. SMR4y	2584094	S	16	0.00000	192	0.00001	54	0.00000	112	0.00000	9	0.00000	12	0.00000	34	0.00000	18	0.00000	72	0.00000	37	0.00000	39	0.00000
Sphingorhabdus lacus	392610	S	107	0.00000	249	0.00001	96	0.00000	128	0.00000	66	0.00001	37	0.00000	78	0.00000	85	0.00001	81	0.00001	63	0.00000	25	0.00000
Novosphingobium sp. ABRDHK2	2571749	S	67	0.00000	331	0.00002	108	0.00001	72	0.00000	27	0.00000	31	0.00000	69	0.00000	64	0.00000	73	0.00000	68	0.00001	66	0.00001
Novosphingobium sp. P6W	1609758	S	43	0.00000	296	0.00001	56	0.00000	121	0.00000	14	0.00000	26	0.00000	41	0.00000	29	0.00000	72	0.00000	66	0.00001	38	0.00000
Novosphingobium sp. Gsoil 351	2675225	S	35	0.00000	172	0.00001	58	0.00000	45	0.00000	6	0.00000	13	0.00000	39	0.00000	12	0.00000	44	0.00000	44	0.00000	19	0.00000
Novosphingobium sp. THN1	1016987	S	36	0.00000	313	0.00001	118	0.00001	56	0.00000	21	0.00000	13	0.00000	30	0.00000	18	0.00000	75	0.00001	77	0.00001	30	0.00000
Novosphingobium sp. ES2-1	2780074	S	16	0.00000	190	0.00001	69	0.00000	41	0.00000	19	0.00000	44	0.00001	85	0.00000	18	0.00000	65	0.00000	62	0.00000	27	0.00000
Novosphingobium sp. PP1Y	702113	S	4	0.00000	192	0.00001	29	0.00000	29	0.00000	10	0.00000	0	0.00000	11	0.00000	9	0.00000	30	0.00000	19	0.00000	11	0.00000
Novosphingobium ginsenosidimutans	1176536	S	46	0.00000	384	0.00002	101	0.00000	114	0.00000	80	0.00001	72	0.00001	181	0.00001	33	0.00000	154	0.00001	69	0.00001	43	0.00000
Novosphingobium tardaugens	169176	S	33	0.00000	147	0.00001	84	0.00000	85	0.00000	29	0.00000	10	0.00000	40	0.00000	22	0.00000	70	0.00000	36	0.00000	42	0.00000
Novosphingobium aromaticivorans	48935	S	91	0.00000	1010	0.00005	199	0.00001	230	0.00001	87	0.00001	41	0.00000	125	0.00001	64	0.00000	225	0.00002	206	0.00002	144	0.00001
Novosphingobium resinovorum	158500	S	31	0.00000	661	0.00003	91	0.00000	102	0.00000	52	0.00001	19	0.00000	76	0.00000	53	0.00000	152	0.00001	57	0.00000	101	0.00001
Novosphingobium pentaromativorans	205844	S	6	0.00000	200	0.00001	91	0.00000	95	0.00000	21	0.00000	26	0.00000	37	0.00000	35	0.00000	54	0.00000	66	0.00001	35	0.00000
Sphingopyxis sp. FD7	1914525	S	31	0.00000	290	0.00001	108	0.00001	149	0.00000	12	0.00000	23	0.00000	95	0.00000	15	0.00000	70	0.00000	68	0.00001	47	0.00000
Sphingopyxis sp. PAMC25046	2565556	S	32	0.00000	210	0.00001	67	0.00000	30	0.00000	39	0.00000	23	0.00000	50	0.00000	31	0.00000	44	0.00000	25	0.00000	25	0.00000
Sphingopyxis sp. LPB0140	1913578	S	23	0.00000	106	0.00000	17	0.00000	14	0.00000	6	0.00000	15	0.00000	35	0.00000	11	0.00000	41	0.00000	14	0.00000	26	0.00000
Sphingopyxis sp. OPL5	2486273	S	21	0.00000	242	0.00001	30	0.00000	58	0.00000	20	0.00000	15	0.00000	50	0.00000	29	0.00000	54	0.00000	79	0.00001	35	0.00000
Sphingopyxis sp. 113P3	292913	S	7	0.00000	302	0.00001	41	0.00000	19	0.00000	12	0.00000	16	0.00000	50	0.00000	6	0.00000	56	0.00000	99	0.00001	41	0.00000
Sphingopyxis sp. QXT-31	1357916	S	3	0.00000	186	0.00001	68	0.00000	31	0.00000	1	0.00000	2	0.00000	9	0.00000	7	0.00000	19	0.00000	17	0.00000	16	0.00000
Sphingopyxis sp. MG	1866325	S	12	0.00000	196	0.00001	38	0.00000	29	0.00000	9	0.00000	5	0.00000	25	0.00000	15	0.00000	15	0.00000	17	0.00000	0	0.00000
Sphingopyxis sp. EG6	1874061	S	3	0.00000	233	0.00001	36	0.00000	28	0.00000	34	0.00000	1	0.00000	7	0.00000	3	0.00000	40	0.00000	52	0.00000	26	0.00000
Sphingopyxis macrogoltabida	33050	S	106	0.00000	474	0.00002	283	0.00001	178	0.00001	44	0.00001	23	0.00000	58	0.00000	106	0.00001	122	0.00001	100	0.00001	54	0.00001
Sphingopyxis lindanitolerans	2054227	S	13	0.00000	89	0.00000	57	0.00000	22	0.00000	4	0.00000	8	0.00000	9	0.00000	18	0.00000	16	0.00000	16	0.00000	10	0.00000
Sphingopyxis granuli	267128	S	29	0.00000	406	0.00002	60	0.00000	163	0.00000	34	0.00000	8	0.00000	31	0.00000	40	0.00000	188	0.00001	136	0.00001	82	0.00001
Sphingopyxis fribergensis	1515612	S	7	0.00000	262	0.00001	30	0.00000	34	0.00000	9	0.00000	1	0.00000	9	0.00000	2	0.00000	33	0.00000	31	0.00000	29	0.00000
Sphingopyxis alaskensis	117207	S	3	0.00000	205	0.00001	34	0.00000	7	0.00000	21	0.00000	2	0.00000	5	0.00000	18	0.00000	27	0.00000	23	0.00000	12	0.00000
Zymomonas mobilis	542	S	247	0.00001	757	0.00003	151	0.00001	186	0.00001	74	0.00001	58	0.00001	185	0.00001	414	0.00003	345	0.00002	399	0.00003	136	0.00001
Sphingosinicella sp. BN140058	1892855	S	65	0.00000	196	0.00001	55	0.00000	46	0.00000	30	0.00000	13	0.00000	40	0.00000	18	0.00000	90	0.00001	41	0.00000	20	0.00000
Sphingosinicella microcystinivorans	335406	S	63	0.00000	242	0.00001	92	0.00000	47	0.00000	38	0.00000	9	0.00000	22	0.00000	13	0.00000	70	0.00000	93	0.00001	42	0.00000
Sphingosinithalassobacter sp. zrk23	2711215	S	71	0.00000	204	0.00001	135	0.00001	69	0.00000	40	0.00000	9	0.00000	20	0.00000	55	0.00000	66	0.00000	180	0.00001	72	0.00001
Sphingosinithalassobacter sp. CS137	2762748	S	38	0.00000	629	0.00003	39	0.00000	38	0.00000	20	0.00000	18	0.00000	31	0.00000	12	0.00000	51	0.00000	51	0.00000	33	0.00000
Parasphingopyxis sp. CP4	2724527	S	57	0.00000	104	0.00000	49	0.00000	26	0.00000	22	0.00000	11	0.00000	35	0.00000	9	0.00000	46	0.00000	35	0.00000	27	0.00000
Parasphingopyxis algicola	2026624	S	25	0.00000	183	0.00001	24	0.00000	129	0.00000	9	0.00000	13	0.00000	34	0.00000	29	0.00000	38	0.00000	38	0.00000	26	0.00000
Blastomonas fulva	1550728	S	52	0.00000	110	0.00001	113	0.00001	53	0.00000	25	0.00000	29	0.00000	72	0.00000	23	0.00000	83	0.00001	36	0.00000	24	0.00000
Blastomonas sp. RAC04	1842535	S	3	0.00000	204	0.00001	76	0.00000	259	0.00001	49	0.00001	2	0.00000	15	0.00000	18	0.00000	112	0.00001	82	0.00001	52	0.00001
Rhizorhabdus dicambivorans	1850238	S	90	0.00000	290	0.00001	204	0.00001	461	0.00001	68	0.00001	64	0.00001	171	0.00001	114	0.00001	158	0.00001	89	0.00001	40	0.00000
Tardibacter chloracetimidivorans	1921510	S	79	0.00000	608	0.00003	328	0.00002	179	0.00001	33	0.00000	46	0.00001	114	0.00001	95	0.00001	209	0.00001	126	0.00001	66	0.00001
Sandaracinobacter sp. M6	2759707	S	35	0.00000	282	0.00001	72	0.00000	86	0.00000	52	0.00001	14	0.00000	28	0.00000	21	0.00000	81	0.00001	66	0.00001	44	0.00000
Citromicrobium sp. JL477	1634516	S	29	0.00000	131	0.00001	60	0.00000	68	0.00000	21	0.00000	12	0.00000	36	0.00000	47	0.00000	80	0.00001	46	0.00000	51	0.00001
Novosphingopyxis sp. pb63	2762729	S	30	0.00000	278	0.00001	77	0.00000	38	0.00000	43	0.00000	17	0.00000	59	0.00000	8	0.00000	50	0.00000	63	0.00000	51	0.00001
Altererythrobacter sp. B11	2060312	S	58	0.00000	324	0.00001	143	0.00001	261	0.00001	74	0.00001	9	0.00000	50	0.00000	44	0.00000	182	0.00001	69	0.00001	55	0.00001
Altererythrobacter sp. BO-6	2604537	S	29	0.00000	156	0.00001	22	0.00000	37	0.00000	7	0.00000	17	0.00000	49	0.00000	5	0.00000	29	0.00000	25	0.00000	11	0.00000
Altererythrobacter sp. ZODW24	2185142	S	23	0.00000	135	0.00001	95	0.00000	104	0.00000	30	0.00000	9	0.00000	30	0.00000	11	0.00000	54	0.00000	60	0.00000	31	0.00000
Altererythrobacter sp. TH136	2067415	S	17	0.00000	186	0.00001	26	0.00000	28	0.00000	20	0.00000	4	0.00000	20	0.00000	32	0.00000	56	0.00000	40	0.00000	36	0.00000
Altererythrobacter ishigakiensis	476157	S	113	0.00000	352	0.00002	75	0.00000	228	0.00001	10	0.00000	17	0.00000	37	0.00000	104	0.00001	103	0.00001	70	0.00001	86	0.00001
Altererythrobacter marensis	543877	S	61	0.00000	125	0.00001	81	0.00000	81	0.00000	16	0.00000	10	0.00000	41	0.00000	32	0.00000	90	0.00001	65	0.00001	27	0.00000
Altererythrobacter atlanticus	1267766	S	59	0.00000	347	0.00002	90	0.00000	66	0.00000	112	0.00001	24	0.00000	36	0.00000	52	0.00000	107	0.00001	61	0.00000	45	0.00000
Altererythrobacter namhicola	645517	S	31	0.00000	183	0.00001	98	0.00000	203	0.00001	29	0.00000	20	0.00000	45	0.00000	9	0.00000	121	0.00001	66	0.00001	46	0.00000
Altererythrobacter dongtanensis	692370	S	21	0.00000	197	0.00001	24	0.00000	15	0.00000	13	0.00000	8	0.00000	7	0.00000	25	0.00000	28	0.00000	32	0.00000	27	0.00000
Altererythrobacter epoxidivorans	361183	S	17	0.00000	277	0.00001	66	0.00000	127	0.00000	18	0.00000	14	0.00000	25	0.00000	10	0.00000	107	0.00001	20	0.00000	26	0.00000
Altererythrobacter amylolyticus	2338327	S	11	0.00000	316	0.00001	50	0.00000	73	0.00000	10	0.00000	6	0.00000	21	0.00000	19	0.00000	38	0.00000	31	0.00000	35	0.00000
Altererythrobacter mangrovi	1982042	S	6	0.00000	188	0.00001	29	0.00000	102	0.00000	23	0.00000	17	0.00000	34	0.00000	10	0.00000	66	0.00000	43	0.00000	22	0.00000
Erythrobacter sp. HL-111	1798193	S	28	0.00000	161	0.00001	68	0.00000	41	0.00000	60	0.00001	37	0.00000	72	0.00000	34	0.00000	34	0.00000	29	0.00000	27	0.00000
Erythrobacter sp. HKB08	2502843	S	28	0.00000	123	0.00001	47	0.00000	84	0.00000	28	0.00000	21	0.00000	26	0.00000	18	0.00000	64	0.00000	37	0.00000	16	0.00000
Erythrobacter sp. THAF29	2587851	S	19	0.00000	163	0.00001	91	0.00000	82	0.00000	6	0.00000	77	0.00001	129	0.00001	13	0.00000	66	0.00000	22	0.00000	37	0.00000
Erythrobacter sp. KY5	2011159	S	16	0.00000	107	0.00000	55	0.00000	76	0.00000	9	0.00000	24	0.00000	72	0.00000	9	0.00000	61	0.00000	23	0.00000	16	0.00000
Erythrobacter litoralis	39960	S	62	0.00000	410	0.00002	237	0.00001	125	0.00000	42	0.00000	92	0.00001	256	0.00001	41	0.00000	250	0.00002	68	0.00001	95	0.00001
Erythrobacter flavus	192812	S	56	0.00000	486	0.00002	104	0.00000	140	0.00000	28	0.00000	31	0.00000	98	0.00000	75	0.00001	116	0.00001	137	0.00001	60	0.00001
Erythrobacter aureus	2182384	S	19	0.00000	194	0.00001	90	0.00000	19	0.00000	16	0.00000	12	0.00000	25	0.00000	13	0.00000	33	0.00000	39	0.00000	29	0.00000
Erythrobacter atlanticus	1648404	S	16	0.00000	314	0.00001	182	0.00001	316	0.00001	43	0.00000	27	0.00000	82	0.00000	45	0.00000	170	0.00001	63	0.00000	35	0.00000
Erythrobacter gangjinensis	502682	S	10	0.00000	227	0.00001	37	0.00000	27	0.00000	9	0.00000	5	0.00000	10	0.00000	19	0.00000	60	0.00000	46	0.00000	27	0.00000
Erythrobacter seohaensis	266951	S	6	0.00000	104	0.00000	29	0.00000	37	0.00000	16	0.00000	31	0.00000	61	0.00000	21	0.00000	54	0.00000	24	0.00000	42	0.00000
Erythrobacter mangrovi	2739433	S	6	0.00000	261	0.00001	17	0.00000	50	0.00000	5	0.00000	3	0.00000	23	0.00000	4	0.00000	45	0.00000	19	0.00000	32	0.00000
Porphyrobacter sp. YT40	2547601	S	135	0.00001	250	0.00001	176	0.00001	381	0.00001	19	0.00000	24	0.00000	56	0.00000	147	0.00001	102	0.00001	166	0.00001	69	0.00001
Porphyrobacter sp. HT-58-2	2023229	S	47	0.00000	115	0.00001	63	0.00000	113	0.00000	10	0.00000	11	0.00000	19	0.00000	8	0.00000	38	0.00000	19	0.00000	24	0.00000
Porphyrobacter sp. CACIAM 03H1	2003315	S	20	0.00000	320	0.00001	106	0.00000	98	0.00000	23	0.00000	18	0.00000	41	0.00000	27	0.00000	82	0.00001	42	0.00000	25	0.00000
Porphyrobacter sp. LM 6	1896196	S	12	0.00000	229	0.00001	51	0.00000	11	0.00000	13	0.00000	5	0.00000	25	0.00000	6	0.00000	34	0.00000	21	0.00000	17	0.00000
Porphyrobacter neustonensis	1112	S	19	0.00000	159	0.00001	25	0.00000	53	0.00000	16	0.00000	1	0.00000	17	0.00000	35	0.00000	43	0.00000	20	0.00000	28	0.00000
Croceicoccus naphthovorans	1348774	S	174	0.00001	861	0.00004	194	0.00001	74	0.00000	48	0.00001	11	0.00000	27	0.00000	19	0.00000	143	0.00001	122	0.00001	44	0.00000
Croceicoccus marinus	450378	S	75	0.00000	310	0.00001	129	0.00001	275	0.00001	65	0.00001	41	0.00000	63	0.00000	47	0.00000	290	0.00002	181	0.00001	86	0.00001
Qipengyuania sediminis	1532023	S	66	0.00000	233	0.00001	72	0.00000	96	0.00000	38	0.00000	13	0.00000	42	0.00000	18	0.00000	41	0.00000	45	0.00000	48	0.00000
Komagataeibacter nataicola	265960	S	241	0.00001	119	0.00001	32	0.00000	65	0.00000	31	0.00000	33	0.00000	80	0.00000	38	0.00000	29	0.00000	55	0.00000	38	0.00000
Komagataeibacter xylinus	28448	S	239	0.00001	1239	0.00006	382	0.00002	566	0.00002	111	0.00001	45	0.00001	137	0.00001	192	0.00001	323	0.00002	417	0.00003	213	0.00002
Komagataeibacter oboediens	65958	S	65	0.00000	197	0.00001	96	0.00000	156	0.00000	44	0.00001	22	0.00000	44	0.00000	171	0.00001	141	0.00001	79	0.00001	74	0.00001
Komagataeibacter medellinensis	1177712	S	63	0.00000	230	0.00001	93	0.00000	154	0.00000	81	0.00001	31	0.00000	41	0.00000	32	0.00000	120	0.00001	60	0.00000	36	0.00000
Komagataeibacter hansenii	436	S	39	0.00000	209	0.00001	80	0.00000	96	0.00000	49	0.00001	37	0.00000	110	0.00001	46	0.00000	153	0.00001	64	0.00000	33	0.00000
Komagataeibacter saccharivorans	265959	S	39	0.00000	293	0.00001	131	0.00001	93	0.00000	50	0.00001	21	0.00000	83	0.00000	39	0.00000	152	0.00001	56	0.00000	94	0.00001
Komagataeibacter europaeus	33995	S	11	0.00000	192	0.00001	81	0.00000	25	0.00000	13	0.00000	4	0.00000	10	0.00000	18	0.00000	60	0.00000	39	0.00000	21	0.00000
Acetobacter persici	1076596	S	95	0.00000	285	0.00001	129	0.00001	117	0.00000	78	0.00001	50	0.00001	118	0.00001	150	0.00001	213	0.00001	103	0.00001	77	0.00001
Acetobacter pasteurianus	438	S	109	0.00000	317	0.00001	124	0.00001	147	0.00000	66	0.00001	37	0.00000	104	0.00001	171	0.00001	103	0.00001	76	0.00001	53	0.00001
Acetobacter aceti	435	S	99	0.00000	839	0.00004	243	0.00001	137	0.00000	85	0.00001	56	0.00001	176	0.00001	145	0.00001	260	0.00002	164	0.00001	139	0.00001
Acetobacter tropicalis	104102	S	74	0.00000	362	0.00002	104	0.00000	160	0.00000	36	0.00000	19	0.00000	73	0.00000	144	0.00001	138	0.00001	63	0.00000	63	0.00001
Acetobacter orientalis	146474	S	64	0.00000	166	0.00001	56	0.00000	133	0.00000	39	0.00000	17	0.00000	52	0.00000	38	0.00000	149	0.00001	51	0.00000	28	0.00000
Acetobacter ascendens	481146	S	57	0.00000	129	0.00001	35	0.00000	147	0.00000	14	0.00000	34	0.00000	57	0.00000	27	0.00000	52	0.00000	66	0.00001	37	0.00000
Acetobacter ghanensis	431306	S	28	0.00000	149	0.00001	78	0.00000	162	0.00000	3	0.00000	11	0.00000	23	0.00000	13	0.00000	206	0.00001	57	0.00000	45	0.00000
Acetobacter sp. KACC 21233	2592655	S	23	0.00000	198	0.00001	73	0.00000	33	0.00000	15	0.00000	12	0.00000	42	0.00000	22	0.00000	42	0.00000	52	0.00000	31	0.00000
Acetobacter senegalensis	446692	S	19	0.00000	104	0.00000	65	0.00000	80	0.00000	24	0.00000	30	0.00000	36	0.00000	3	0.00000	34	0.00000	27	0.00000	43	0.00000
Acetobacter oryzoeni	2500548	S	16	0.00000	155	0.00001	104	0.00000	100	0.00000	6	0.00000	62	0.00001	107	0.00001	11	0.00000	101	0.00001	20	0.00000	32	0.00000
Acetobacter pomorum	65959	S	65	0.00000	245	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Granulibacter bethesdensis	364410	S	345	0.00001	824	0.00004	206	0.00001	475	0.00001	123	0.00001	88	0.00001	167	0.00001	152	0.00001	317	0.00002	161	0.00001	121	0.00001
Roseomonas gilardii	257708	S	91	0.00000	667	0.00003	177	0.00001	145	0.00000	27	0.00000	65	0.00001	130	0.00001	13	0.00000	136	0.00001	66	0.00001	71	0.00001
Roseomonas mucosa	207340	S	76	0.00000	506	0.00002	103	0.00000	8	0.00000	38	0.00000	15	0.00000	8	0.00000	69	0.00000	104	0.00001	99	0.00001	31	0.00000
Roseomonas sp. FDAARGOS_362	2018065	S	33	0.00000	113	0.00001	52	0.00000	124	0.00000	5	0.00000	19	0.00000	67	0.00000	6	0.00000	77	0.00001	45	0.00000	54	0.00001
Gluconobacter oxydans	442	S	96	0.00000	493	0.00002	336	0.00002	303	0.00001	114	0.00001	78	0.00001	187	0.00001	96	0.00001	334	0.00002	138	0.00001	124	0.00001
Gluconobacter thailandicus	257438	S	50	0.00000	127	0.00001	27	0.00000	89	0.00000	6	0.00000	9	0.00000	41	0.00000	7	0.00000	53	0.00000	33	0.00000	4	0.00000
Gluconobacter albidus	318683	S	23	0.00000	218	0.00001	86	0.00000	279	0.00001	71	0.00001	23	0.00000	76	0.00000	28	0.00000	171	0.00001	71	0.00001	55	0.00001
Commensalibacter sp. AMU001	2478912	S	116	0.00000	38	0.00000	13	0.00000	41	0.00000	47	0.00001	0	0.00000	0	0.00000	31	0.00000	28	0.00000	0	0.00000	7	0.00000
Commensalibacter sp. ESL0284	2070537	S	9	0.00000	44	0.00000	7	0.00000	65	0.00000	0	0.00000	17	0.00000	48	0.00000	3	0.00000	8	0.00000	44	0.00000	23	0.00000
Neoasaia chiangmaiensis	320497	S	108	0.00000	533	0.00002	97	0.00000	75	0.00000	44	0.00001	14	0.00000	26	0.00000	41	0.00000	127	0.00001	59	0.00000	35	0.00000
Swingsia sp. F3b2	2558361	S	59	0.00000	485	0.00002	66	0.00000	51	0.00000	24	0.00000	6	0.00000	21	0.00000	14	0.00000	28	0.00000	50	0.00000	49	0.00000
Swingsia samuiensis	1293412	S	28	0.00000	195	0.00001	26	0.00000	29	0.00000	31	0.00000	22	0.00000	38	0.00000	88	0.00001	9	0.00000	24	0.00000	34	0.00000
Kozakia baliensis	153496	S	87	0.00000	517	0.00002	80	0.00000	71	0.00000	44	0.00001	18	0.00000	44	0.00000	86	0.00001	67	0.00000	66	0.00001	48	0.00000
Stella humosa	94	S	80	0.00000	452	0.00002	119	0.00001	174	0.00001	26	0.00000	23	0.00000	58	0.00000	34	0.00000	120	0.00001	89	0.00001	86	0.00001
Asaia bogorensis	91915	S	76	0.00000	263	0.00001	79	0.00000	92	0.00000	48	0.00001	19	0.00000	67	0.00000	39	0.00000	55	0.00000	128	0.00001	38	0.00000
Bombella sp. KACC 21507	2697033	S	74	0.00000	84	0.00000	28	0.00000	78	0.00000	26	0.00000	55	0.00001	127	0.00001	46	0.00000	45	0.00000	53	0.00000	42	0.00000
